x1,x2,rank_Lambda,nullity_Lambda,active_dim,smith_applicable,lambda1_plus_lambda2
-2.3,-2.6,1,1,1,False,-0.7500593810494393
-2.3,-2.5,1,1,1,False,-0.7413295218805515
-2.3,-2.4,1,1,1,False,-0.7348287116570872
-2.3,-2.3,1,1,1,False,-0.7307128035982655
-2.3,-2.2,1,1,1,False,-0.7290732318976367
-2.3,-2.1,1,1,1,False,-0.7299328372845081
-2.3,-2.0,1,1,1,False,-0.7332452524044796
-2.3,-1.9,1,1,1,False,-0.7388978572886451
-2.3,-1.7999999999999998,1,1,1,False,-0.7467180561104846
-2.3,-1.7,1,1,1,False,-0.7564823251704488
-2.3,-1.5999999999999999,1,1,1,False,-0.7679273257843455
-2.3,-1.5,1,1,1,False,-0.7807622285915806
-2.3,-1.4,1,1,1,False,-0.7946813858072942
-2.3,-1.2999999999999998,1,1,1,False,-0.8093765448968779
-2.3,-1.2,1,1,1,False,-0.8245479128365928
-2.3,-1.0999999999999999,1,1,1,False,-0.8399135649206355
-2.3,-1.0,1,1,1,False,-0.8552168643816136
-2.3,-0.8999999999999999,1,1,1,False,-0.8702317699227357
-2.3,-0.7999999999999998,1,1,1,False,-0.8847660589172965
-2.3,-0.6999999999999997,1,1,1,False,-0.898662636916736
-2.3,-0.5999999999999996,1,1,1,False,-0.9117991964235905
-2.3,-0.5,1,1,1,False,-0.9240865433690626
-2.3,-0.3999999999999999,1,1,1,False,-0.9354659315508049
-2.3,-0.2999999999999998,1,1,1,False,-0.9459057198624166
-2.3,-0.19999999999999973,1,1,1,False,-0.9553976631215821
